"name","address1_composite","address2_composite","telephone1","websiteurl","chc_256characterstatement","sl_federalein","chc_ntee1","chc_ntee2","chc_ntee3"
"Alzheimer's Association, Oklahoma, Oklahoma Chapter, Oklahoma City","6601 N Broadway Ext Ste 120
Oklahoma City, OK 73116
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","918-392-5000","http://www.alz.org","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Oregon, Oregon and SW Washington Chapter, Eugene","1000 Willagillespie Rd Ste 100
Eugene, OR 97401
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","503-416-0201","http://www.alz.org/orswwa","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, South Carolina, South Carolina Chapter, Columbia","140 Stoneridge Dr Ste 210
Columbia, SC 29210
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","864-224-3045","http://www.alz.org/sc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Texas, West Texas Chapter, Lubbock","4601 50th St
Lubbock, TX 79414
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","915-544-1799","http://www.alz.org/westtexas","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Texas, West Texas Chapter, Midland","4400 N Big Spring Ste C32
Midland, TX 79705
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","915-544-1799","http://www.alz.org/westtexas","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Virginia, Central and Western Virginia Chapter, Lynchburg","3831 Old Forest Rd
Lynchburg, VA 24501
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","434-973-6122","http://www.alz.org/cwva","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, West Virginia, West Virginia Chapter, Morgantown","1299 Pineview Dr Ste 3
Morgantown, WV 26505
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","304-343-2717","http://www.alz.org/wv","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Indiana, Greater Kentucky & Southern Indiana Chapter, Evansville","701 N Weinbach Ave Ste 510
Evansville, IN 47711
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","502-451-4266","http://www.alz.org/kyin","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Kentucky, Greater Kentucky & Southern Indiana Chapter, Lexington","2808 Palumbo Dr Ste 205
Lexington, KY 40509
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","502-451-4266","http://www.alz.org/kyin","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"March of Dimes, North Carolina, Winston Salem","410 Brookstown Ave
Virtual Office
Winston Salem, NC 27101
USA","1275 Mamaroneck Ave
White Plains, NY 10605
USA","919-781-2481","http://www.marchofdimes.org","Prematurity is the #1 killer of babies in the United States. Donations are used to fund research, educational programs, community services and advocacy efforts focused on giving every child a fighting chance at a healthy start.","131846366","H  Medical Research","E  Health General & Rehabilitative","P  Human Services"
"March of Dimes, South Carolina, Greenville","3 Jersey Ave
Greenville, SC 29607
USA",,"803-252-5200","http://www.marchofdimes.org","Prematurity is the #1 killer of babies in the United States. Donations are used to fund research, educational programs, community services and advocacy efforts focused on giving every child a fighting chance at a healthy start.","131846366","H  Medical Research","E  Health General & Rehabilitative","P  Human Services"
"Boys & Girls Clubs of the Twin Cities","690 Jackson St
Saint Paul, MN 55130
USA",,"612-435-1900","https://boysandgirls.org/","To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.","410842657","O  Youth Development","Z  Unknown","Z  Unknown"
"American Heart Association, Wisconsin, Midwest Affiliate, Madison","2850 Dairy Dr Ste 300
Madison, WI 53718
USA",,"608-221-8866","http://www.heart.org","We fight heart disease and stroke – the world’s two leading causes of death – through innovative research, public education and training, and changes to public policy.","135613797","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Doctors Without Borders/Médecins Sans Frontières USA","40 Rector St 16th Fl
New York, NY 10006
USA",,"212-679-6800","https://www.doctorswithoutborders.org","An independent international medical humanitarian organization that delivers emergency aid to people affected by armed conflict, epidemics and natural disasters in more than 70 countries.​","133433452","E  Health General & Rehabilitative","M  Public Safety, Disaster Preparedness and Relief","G  Disease, Disorders, Medical Disciplines"
"Crescent Cove","4201 Bass Lake Rd
Brooklyn Center, MN 55429
USA",,"952-426-4711","http://www.crescentcove.org","Provide care and support for kids and young adults with a shortened life expectancy, and to their families that love them.","271035515","E  Health General & Rehabilitative","P  Human Services","O  Youth Development"
"Sickle Cell Disease Association of Florida","PO Box 11982
Tampa, FL 33680
USA","3402 N 22nd St
Tampa, Fl 33605
USA","813-248-2888","http://www.sicklecelldisease.org","To enable individuals with sickle cell conditions to live lives that are, to the extent possible, unhampered and uncompromised by their sickle cell conditions.","591944847","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"AIDS Programs of the National Minority AIDS Council","1000 Vermont Ave NW Ste 200
Washington, DC 20005
USA",,"202-853-1847","https://www.nmac.org","NMAC (formerly the National Minority AIDS Council) develops leadership
in communities of color to end the HIV/AIDS epidemic.","521578289","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","R  Civil Rights, Social Action, Advocacy"
"South Side Help Center","10420 S Halsted St
Chicago, IL 60628
USA",,"773-445-5445","https://www.southsidehelp.org","Provide positive, health affirming services and programs helping organizations and people of all ages embody productivity and prevention against physical and psychosocial ills.","363532259","P  Human Services","O  Youth Development","S  Community Improvement, Capacity Building"
"American Heart Association, Missouri, Midwest Affiliate, St. Louis","460 N Lindbergh Blvd
Saint Louis, MO 63141
USA",,"314-692-5600","http://www.heart.org","We fight heart disease and stroke – the world’s two leading causes of death – through innovative research, public education and training, and changes to public policy.","135613797","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Ronald McDonald House Charities Midwest | MN, WI, IA","850 2nd St SW
Rochester, MN 55902
USA",,"507-282-3955","http://www.rmhcmidwestmwi.org","Providing a home-away-from-home and caring support to families seeking medical care for their children.","411344744","L  Housing, Shelter","E  Health General & Rehabilitative","P  Human Services"
"Volunteers in Medicine","3728 Philips Hwy Ste 34
Jacksonville, FL 32207
USA",,"904-399-2766","https://VimJax.org","To provide free outpatient primary and specialty medical services to Northeast Florida’s WORKING, low-income and uninsured individuals and families to keep them healthy, employed and out of our hospital emergency rooms.","753002172","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","J  Employment, Job Related"
"Touchstone Mental Health","2312 Snelling Ave
Minneapolis, MN 55404
USA",,"612-874-6409","http://www.touchstonemh.org","Touchstone Mental Health’s mission is to “Inspire Hope, Healing and Well-Being”","411920740","F  Mental Health, Crisis Intervention","L  Housing, Shelter","P  Human Services"
"Oklahoma Project Woman, Inc.","7146 S Braden Ave
Tulsa, OK 74136
USA",,"877-550-7465","http://www.oklahomaprojectwoman.org","Statewide non-profit agency that provides access to free mammograms, biopsies and surgeries for Oklahomans with no health insurance and limited financial resources.","731616817","G  Disease, Disorders, Medical Disciplines","P  Human Services","E  Health General & Rehabilitative"
"Southern Plains Tribal Health Board Foundation","9705 N Broadway Ext Ste 200
Oklahoma City, OK 73114
USA","PO Box 16457
Oklahoma City, OK 73113
USA","405-652-9200","http://www.spthb.org","We provide advocacy, education, partnerships, and training to improve American Indian health. We create Community Public Health Profiles, address suicide and depression, tackle dementia and diabetes, as well as promote healthy living and outcomes.","731606600","W  Public, Society Benefit","F  Mental Health, Crisis Intervention","S  Community Improvement, Capacity Building"
"Epilepsy Florida, Jacksonville","5209 San Jose Blvd Ste 101
Jacksonville, FL 32207
USA","7300 N Kendall Dr Ste 760
Miami, FL 33156
USA","305-670-4949","https://www.epilepsyalliancefl.com/","We eliminate barriers to health by providing medical care, medications, counseling, education and care coordination; also: support groups, summer camp, and financial literacy training at no cost to the client. ","592164525","P  Human Services","E  Health General & Rehabilitative","O  Youth Development"
"National Kidney Foundation, Ohio, Mid Atlantic, Northern Ohio","PO Box 40544
Bay Village, OH 44140
USA","2800 Corporate Exchange Dr Ste 206
Columbus, OH 43231
USA","440-933-4909","http://www.kidney.org","We are the largest, most effective, and longstanding organization fighting kidney disease, a growing public health problem affecting 1 in 3 Americans and their families.","131673104","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
